City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,tura,25.5198,90.2201,24.53,95,100,2.59,IN,1690507069
83,mar del plata,-38.0023,-57.5575,8.3,85,75,3.58,AR,1690507069
84,cabedelo,-6.9811,-34.8339,24.37,86,3,5.49,BR,1690507069
85,bukama,-9.2,25.85,19.9,43,0,0.93,CD,1690507069
86,broken hill,-31.95,141.4333,18.86,54,19,8.95,AU,1690507070
87,enewetak,11.3474,162.3373,28.26,81,100,8.6,MH,1690507070
88,staritsa,56.5075,34.9354,16.05,97,100,2.81,RU,1690507070
89,ishigaki,24.3448,124.1572,29.07,89,75,9.77,JP,1690507070
90,qaqortoq,60.7167,-46.0333,6.45,75,100,1.51,GL,1690507070
91,awjilah,29.1081,21.2869,28.08,60,10,6.85,LY,1690507071
92,bredasdorp,-34.5322,20.0403,8.97,90,0,1.55,ZA,1690507071
93,guozhen,34.3659,107.359,21.72,96,100,0.63,CN,1690507071
94,remire-montjoly,4.9167,-52.2667,25.02,100,0,0.0,GF,1690507071
95,bereznik,62.8551,42.7072,13.3,97,100,1.09,RU,1690507071
96,fort mcmurray,56.7268,-111.381,16.77,67,100,3.09,CA,1690507071
97,romano d'ezzelino,45.7964,11.7563,19.39,82,0,2.06,IT,1690507071
98,dakhla,23.6848,-15.958,19.82,89,0,10.25,EH,1690507071
99,thinadhoo,0.5333,72.9333,27.77,79,25,5.04,MV,1690507072
100,mwinilunga,-11.7358,24.4293,12.76,51,1,1.74,ZM,1690507072
101,thompson,55.7435,-97.8558,15.09,63,75,3.09,CA,1690507072
102,chonchi,-42.6128,-73.8092,10.07,99,100,1.74,CL,1690507072
103,whitehorse,60.7161,-135.0538,25.57,44,75,5.14,CA,1690507072
104,puttalam,8.0362,79.8283,26.89,84,22,8.05,LK,1690507072
105,fada,9.5667,8.3,20.8,95,99,0.85,NG,1690507073
106,vorgashor,67.5833,63.95,14.97,91,100,0.37,RU,1690507073
107,raduzhnyy,62.0961,77.475,17.72,82,63,3.82,RU,1690507073
108,mount pearl,47.5166,-52.7813,19.42,88,40,8.75,CA,1690506897
109,invercargill,-46.4,168.35,9.45,78,97,3.13,NZ,1690507073
110,markha,62.1053,129.7269,21.98,40,0,1.0,RU,1690507073
111,glace bay,46.1969,-59.957,23.83,87,100,4.63,CA,1690506821
112,mitu,1.1983,-70.1733,22.6,98,100,0.54,CO,1690507073
113,seven pagodas,12.6264,80.1722,28.36,67,10,6.13,IN,1690507074
114,robertsport,6.7533,-11.3686,25.6,86,100,3.2,LR,1690507074
115,baijiantan,45.6333,85.1833,34.05,16,100,6.12,CN,1690507074
116,west island,-12.1568,96.8225,24.99,73,40,10.8,CC,1690507074
117,scarborough,54.2797,-0.4044,16.48,91,99,1.34,GB,1690506888
118,bandarbeyla,9.4942,50.8122,24.04,76,100,12.53,SO,1690507074
119,lata,40.1629,-8.3327,16.71,97,2,1.13,PT,1690507074
120,dazhong,33.1997,120.4578,25.66,90,100,5.32,CN,1690507074
121,college,64.8569,-147.8028,27.99,49,75,4.63,US,1690507075
122,avarua,-21.2078,-159.775,25.03,69,20,2.57,CK,1690506887
123,kegeyli shahar,42.7767,59.6078,25.05,31,0,4.43,UZ,1690507075
124,utrik,11.2278,169.8474,28.54,79,25,8.52,MH,1690507075
125,talnakh,69.4865,88.3972,24.56,44,5,2.5,RU,1690507075
126,nizhnyaya tavda,57.6731,66.1725,16.55,73,99,2.53,RU,1690507075
127,lebu,-37.6167,-73.65,11.49,92,100,1.9,CL,1690507075
128,sarakhs,36.5449,61.1577,28.67,36,6,6.45,IR,1690507075
129,mpanda,-6.3655,31.0409,15.54,49,5,0.17,TZ,1690507076
130,sur,22.5667,59.5289,28.73,72,100,2.92,OM,1690507076
131,lerwick,60.1545,-1.1494,13.0,87,7,3.42,GB,1690507076
132,balkashino,52.5167,68.7667,18.47,69,33,1.82,KZ,1690507076
133,rongelap,11.1635,166.8941,28.58,80,100,8.82,MH,1690507076
134,papatowai,-46.5619,169.4708,9.09,69,99,2.91,NZ,1690507076
135,bandon,51.7469,-8.7425,13.77,88,100,1.93,IE,1690506855
136,codrington,-38.2667,141.9667,14.24,79,0,6.14,AU,1690507077
137,aral,40.5156,81.2636,29.29,27,39,2.59,CN,1690507077
138,negombo,7.2083,79.8358,26.3,87,13,4.88,LK,1690507077
139,swakopmund,-22.6833,14.5333,12.21,87,6,0.85,NA,1690507077
140,punta arenas,-53.15,-70.9167,-1.78,84,100,2.56,CL,1690506740
141,longyearbyen,78.2186,15.6401,8.91,76,75,5.14,SJ,1690507077
142,egilsstadir,65.2653,-14.3948,6.95,100,75,3.6,IS,1690507077
143,jalgaon jamod,21.0486,76.5344,24.38,95,100,6.16,IN,1690507078
144,isafjordur,66.0755,-23.124,6.72,91,100,3.87,IS,1690507078
145,fortuna,40.5982,-124.1573,20.52,73,20,6.17,US,1690507078
146,bocsa,45.3733,21.7092,15.5,68,4,1.8,RO,1690507078
147,touros,-5.1989,-35.4608,24.7,85,24,5.53,BR,1690507078
148,hami,42.8,93.45,35.2,10,2,2.77,CN,1690506914
149,mata-utu,-13.2816,-176.1745,27.35,75,97,5.47,WF,1690507078
150,shahrak,34.1074,64.3052,14.58,37,0,1.87,AF,1690507079
151,puerto ayora,-0.7393,-90.3518,24.75,93,38,2.24,EC,1690507079
152,san patricio,28.017,-97.5169,31.92,58,0,6.71,US,1690507079
153,juneau,58.3019,-134.4197,21.72,100,75,4.63,US,1690506800
154,maun,-19.9833,23.4167,13.53,45,5,2.85,BW,1690507079
155,namibe,-15.1961,12.1522,15.17,86,84,4.51,AO,1690507079
156,were ilu,10.6,39.4333,12.78,79,96,1.27,ET,1690507080
157,careiro da varzea,-3.2003,-59.8119,29.35,52,54,1.3,BR,1690507080
158,plastun,44.7561,136.2939,29.8,58,53,1.46,RU,1690507080
159,haiku-pauwela,20.9219,-156.3051,29.01,63,20,9.77,US,1690507080
160,lompoc,34.6391,-120.4579,23.25,75,0,11.62,US,1690507080
161,villa ojo de agua,-29.5,-63.6938,9.69,66,0,2.73,AR,1690507080
162,deori,21.45,82.6167,27.42,84,100,0.28,IN,1690507080
163,tuma,55.148,40.5537,20.16,75,29,4.02,RU,1690507081
164,walvis bay,-22.9575,14.5053,12.27,90,6,1.67,NA,1690507081
165,balikesir,39.75,28.0,18.62,82,0,0.0,TR,1690507081
166,aykhal,66.0,111.5,17.32,57,100,1.13,RU,1690506909
167,porto de moz,-1.7483,-52.2383,26.72,64,76,1.96,BR,1690507081
168,queenstown,-31.8976,26.8753,8.64,37,0,2.74,ZA,1690507081
169,tiksi,71.6872,128.8694,9.5,61,79,3.52,RU,1690507081
170,syktyvkar,61.6764,50.8099,16.85,82,100,4.02,RU,1690507082
171,winona,43.9666,-91.7668,29.96,67,0,1.54,US,1690507082
172,holualoa,19.6228,-155.9522,27.91,73,40,3.6,US,1690507082
173,bethel,41.3712,-73.414,24.83,88,20,0.45,US,1690507082
174,san rafael,-34.6177,-68.3301,9.83,47,51,2.7,AR,1690506962
175,tvoroyri,61.5556,-6.8111,11.57,89,99,9.76,FO,1690507083
176,darwin,-12.4611,130.8418,27.99,61,40,3.6,AU,1690506902
177,tieli,46.95,128.05,23.24,94,100,3.71,CN,1690507083
178,kittila,67.6647,24.8936,9.08,100,99,0.51,FI,1690507083
179,dolores,-36.3132,-57.6792,7.24,91,100,1.57,AR,1690507084
180,island harbour,50.724,-1.2758,17.48,96,95,0.89,GB,1690507085
181,manokwari,-0.8667,134.0833,28.08,71,94,0.4,ID,1690507085
182,klyuchi,52.2667,79.1667,19.24,66,100,3.05,RU,1690507085
183,sacaba,20.5833,-89.9833,27.75,67,95,1.37,MX,1690507085
184,nishinoomote,30.7333,131.0,29.31,89,75,4.63,JP,1690507086
185,mangrol,21.1167,70.1167,27.02,84,100,8.16,IN,1690507086
186,lihue,21.9789,-159.3672,30.58,66,40,7.2,US,1690507087
187,conduaga,8.862,117.4893,28.06,76,100,4.64,PH,1690507087
188,necochea,-38.5473,-58.7368,6.59,86,100,2.75,AR,1690507087
189,vung tau,10.346,107.0843,27.25,86,48,7.06,VN,1690507087
190,al wajh,26.2455,36.4525,28.97,89,0,2.06,SA,1690507088
191,vadso,70.0744,29.7487,11.49,93,100,2.57,NO,1690507088
192,weno,7.4515,151.8468,30.97,84,75,4.63,FM,1690506853
193,urzhar,47.093,81.6294,24.05,56,100,7.75,KZ,1690507088
194,dubna,56.7333,37.1667,18.34,97,100,3.12,RU,1690507088
195,shimanovsk,52.0,127.7,24.59,61,14,3.4,RU,1690507089
196,puerto lleras,3.0223,-73.4044,22.56,97,91,1.03,CO,1690506927
197,malango,-2.9627,119.9001,22.35,75,100,0.86,ID,1690507089
198,nadi,-17.8,177.4167,26.0,53,75,5.14,FJ,1690506701
199,kone,-21.0595,164.8658,23.5,42,5,2.97,NC,1690507089
200,port alfred,-33.5906,26.891,15.05,84,0,4.72,ZA,1690507089
201,putyvl',51.3374,33.8707,15.67,98,100,3.43,UA,1690507090
202,nadym,65.5333,72.5167,20.13,72,53,2.0,RU,1690507090
203,homer,59.6425,-151.5483,18.76,66,100,3.6,US,1690507090
204,bushehr,28.9684,50.8385,30.05,84,0,2.06,IR,1690507090
205,happy valley-goose bay,53.3168,-60.3315,17.17,59,75,6.17,CA,1690506910
206,bridgewater,44.3835,-64.5155,21.73,95,100,6.69,CA,1690507091
207,taitung city,22.7583,121.1444,24.15,100,75,2.57,TW,1690507091
208,pechora,65.1472,57.2244,15.68,87,100,1.98,RU,1690507091
209,mendoza,-32.8908,-68.8272,9.74,57,0,1.03,AR,1690506902
210,inhambane,-23.865,35.3833,18.48,77,0,3.06,MZ,1690507092
211,arkhangel'sk,64.5401,40.5433,11.02,88,69,0.95,RU,1690507092
212,zahirabad,17.6833,77.6167,21.94,90,100,6.71,IN,1690507092
213,kushtagi,15.7667,76.2,21.69,88,100,6.77,IN,1690507092
214,amasra,41.7463,32.3863,20.12,79,97,7.84,TR,1690507092
215,yuzhno-kurilsk,44.0306,145.8556,22.79,80,49,2.04,RU,1690507093
216,barra de santo antonio,-9.4047,-35.5072,22.6,87,90,4.33,BR,1690507093
217,villamontes,-21.25,-63.5,15.29,70,76,0.59,BO,1690507093
218,betafo,-19.8333,46.85,7.78,78,0,1.9,MG,1690507093
219,digos,6.7497,125.3572,27.99,76,100,1.54,PH,1690507093
220,pisco,-13.7,-76.2167,19.03,77,0,5.14,PE,1690507093
221,coahuayana de hidalgo,18.7,-103.6583,28.47,74,53,1.85,MX,1690507094
222,kalmunai,7.4167,81.8167,26.67,73,14,1.7,LK,1690507094
223,mareeba,-17.0,145.4333,24.69,72,90,3.49,AU,1690507094
224,kondoros,46.7667,20.8,15.07,66,28,2.51,HU,1690507094
225,morehead city,34.7229,-76.726,29.45,85,75,6.17,US,1690506853
226,bilibino,68.0546,166.4372,13.26,59,100,2.83,RU,1690507094
227,nouadhibou,20.931,-17.0347,22.99,73,10,10.29,MR,1690507095
228,east london,-33.0153,27.9116,14.96,82,0,4.12,ZA,1690507095
229,harper,4.375,-7.7169,24.59,90,97,4.48,LR,1690507095
230,naze,28.3667,129.4833,27.51,84,84,6.6,JP,1690507095
231,katsuura,35.1333,140.3,28.14,71,3,4.26,JP,1690507095
232,qingdao,36.0986,120.3719,29.78,74,75,7.0,CN,1690507095
233,hammerfest,70.6634,23.6821,10.25,87,100,0.0,NO,1690507096
234,colonia,50.9333,6.95,17.94,89,100,3.62,DE,1690506939
235,quellon,-43.1167,-73.6167,10.14,93,100,3.6,CL,1690507044
236,arteche,12.2645,125.4048,28.52,74,100,2.66,PH,1690507096
237,tsiombe,-25.3,45.4833,16.4,84,0,3.64,MG,1690507096
238,porto novo,6.4965,2.6036,25.9,91,100,3.4,BJ,1690507096
239,paramonga,-10.6667,-77.8333,19.83,81,44,4.07,PE,1690507097
240,oranjemund,-28.55,16.4333,11.41,89,0,1.91,NA,1690507097
241,dudinka,69.4058,86.1778,24.79,49,0,3.73,RU,1690507097
242,dunedin,-45.8742,170.5036,9.56,60,99,2.08,NZ,1690506820
243,fort bragg,35.139,-79.006,31.01,68,0,4.12,US,1690507067
244,nar'yan-mar,67.6713,53.087,13.84,87,100,3.41,RU,1690507097
245,pama,11.2497,0.7075,25.96,80,100,2.86,BF,1690507097
246,taroa,8.7058,171.2275,28.36,79,100,8.53,MH,1690507098
247,ghormach,35.7306,63.7826,28.07,26,3,1.78,AF,1690507098
248,ingeniero guillermo n. juarez,-23.9,-61.85,14.55,84,15,1.98,AR,1690507098
249,pingliang,35.5392,106.6861,17.36,97,100,3.71,CN,1690507098
250,whangarei,-35.7317,174.3239,13.72,52,3,4.09,NZ,1690507098
251,markaz-e hukumat-e darweshan,31.1323,64.1934,28.97,27,1,3.62,AF,1690507099
252,leua,48.2156,18.6071,18.05,63,100,1.27,SK,1690507099
253,chenzhou,25.8,113.0333,27.86,85,63,1.75,CN,1690507099
254,kununurra,-15.7667,128.7333,25.99,38,40,2.57,AU,1690507099
255,den burg,53.0542,4.7972,18.87,95,75,6.17,NL,1690507099
256,gisborne,-38.6533,178.0042,10.51,79,100,7.18,NZ,1690507100
257,coquimbo,-29.9533,-71.3436,12.85,87,0,1.54,CL,1690506747
258,puerto armuelles,8.2833,-82.8667,28.99,70,100,1.34,PA,1690507077
259,trashi yangtse,27.6116,91.498,19.63,97,100,0.34,BT,1690507100
260,anzio,41.4853,12.6179,23.25,65,0,3.06,IT,1690506872
261,isangel,-19.55,169.2667,22.42,53,66,6.38,VU,1690507100
262,ludington,43.9553,-86.4526,24.05,92,0,2.57,US,1690507100
263,kavaratti,10.5669,72.642,28.16,76,100,6.51,IN,1690507100
264,sosnovo-ozerskoye,52.5249,111.5418,16.51,85,100,3.54,RU,1690507101
265,sao jose da coroa grande,-8.8978,-35.1478,23.83,88,36,4.4,BR,1690507101
266,afaahiti,-17.75,-149.2833,25.93,85,26,4.47,PF,1690506832
267,selfoss,63.9331,-20.9971,8.36,88,18,2.83,IS,1690507101
268,klaksvik,62.2266,-6.589,12.51,94,100,6.16,FO,1690507101
269,tionk essil,12.7856,-16.5217,27.03,87,49,3.21,SN,1690507101
270,vernon,50.2581,-119.2691,29.23,31,100,4.02,CA,1690506600
271,creston,41.0586,-94.3614,27.98,100,0,3.6,US,1690507102
272,margaret river,-33.95,115.0667,14.86,65,86,8.23,AU,1690507102
273,natal,-5.795,-35.2094,25.12,88,20,4.12,BR,1690506943
274,puerto cabezas,14.0351,-83.3888,27.38,78,84,6.23,NI,1690507102
275,yermakovskoye,53.2831,92.4003,17.09,93,100,1.57,RU,1690507102
276,novobureyskiy,49.798,129.8774,23.36,81,100,2.88,RU,1690507102
277,castillos,-34.1667,-53.8333,8.59,77,100,1.44,UY,1690507103
278,rehoboth,-23.3167,17.0833,14.19,27,31,3.46,NA,1690507103
279,pimentel,-6.8367,-79.9342,22.16,83,0,5.66,PE,1690507103
280,laranjeiras do sul,-25.4078,-52.4161,14.61,92,100,1.04,BR,1690506921
281,smithers,54.7804,-127.1743,18.18,68,75,1.54,CA,1690507103
282,hithadhoo,-0.6,73.0833,28.38,78,99,6.83,MV,1690507104
283,chinde,26.8418,88.0763,20.31,86,56,0.88,NP,1690507104
284,attingal,8.6833,76.8333,25.82,87,12,2.44,IN,1690507104
285,port lincoln,-34.7333,135.8667,16.1,73,2,7.59,AU,1690507104
286,caribou,46.8606,-68.012,19.24,86,0,0.0,US,1690507104
287,kalabo,-14.97,22.6814,13.18,45,2,2.47,ZM,1690507104
288,shingu,33.7333,135.9833,29.61,70,38,2.24,JP,1690506820
289,ceeldheer,3.8488,47.1806,24.02,87,79,8.43,SO,1690507105
290,ta`u,-14.2336,-169.5144,26.22,72,100,6.48,AS,1690507105
291,rantauprapat,2.1,99.8333,25.1,85,100,0.68,ID,1690507105
292,callao,-12.0667,-77.15,20.95,77,0,6.17,PE,1690507105
293,acapulco de juarez,16.8634,-99.8901,30.9,70,75,3.09,MX,1690507097
294,okhotsk,59.3833,143.3,16.22,83,100,3.33,RU,1690507105
295,craig,40.5153,-107.5464,29.79,23,0,3.09,US,1690506811
296,bodo,67.28,14.405,12.65,97,100,1.54,NO,1690507106
297,bamboo flat,11.7,92.7167,28.05,83,40,3.09,IN,1690507106
298,hadibu,12.65,54.0333,25.07,80,97,11.81,YE,1690507106
299,la'ie,21.6477,-157.9253,30.98,65,9,6.35,US,1690507106
300,tazovsky,67.4667,78.7,16.13,89,100,0.9,RU,1690507106
301,mstsislaw,54.0192,31.7257,12.92,96,100,5.47,BY,1690507107
302,ngereklmadel,7.4883,134.4856,26.05,83,100,4.63,PW,1690507107
303,laguna,38.421,-121.4238,34.62,35,0,6.17,US,1690507107
304,san ignacio de velasco,-16.3667,-60.95,22.58,59,1,1.87,BO,1690507107
305,kinkala,-4.3614,14.7644,22.17,71,6,4.18,CG,1690507107
306,merritt island,28.5392,-80.672,25.61,94,40,2.68,US,1690507108
307,lazaro cardenas,17.9583,-102.2,29.93,71,100,4.4,MX,1690507108
308,torghay,49.6339,63.4981,25.02,39,10,1.6,KZ,1690507108
309,spearfish,44.4908,-103.8594,30.05,33,0,2.06,US,1690507059
310,sonoita,31.85,-112.8333,36.72,33,0,6.01,MX,1690507108
311,kandava,57.0409,22.7747,9.46,96,11,2.15,LV,1690507108
312,mirnyy,62.5353,113.9611,20.69,43,100,4.02,RU,1690507109
313,nuku'alofa,-21.1333,-175.2,22.19,60,40,4.12,TO,1690507109
314,revda,56.801,59.9303,17.47,94,59,3.09,RU,1690507109
315,narasannapeta,18.4167,84.05,26.79,88,87,4.0,IN,1690507109
316,ancud,-41.8697,-73.8203,9.6,96,100,3.84,CL,1690507109
317,comodoro rivadavia,-45.8667,-67.5,0.92,75,0,2.06,AR,1690506871
318,rio grande,-32.035,-52.0986,8.86,79,99,2.49,BR,1690506969
319,tamaqua,40.7973,-75.9694,27.72,89,100,0.0,US,1690507110
320,hasaki,35.7333,140.8333,34.05,71,1,5.15,JP,1690507110
321,medicine hat,50.0501,-110.6683,23.24,41,20,5.66,CA,1690507110
322,kachug,53.9606,105.8817,21.68,61,63,1.39,RU,1690507110
323,hafar al-batin,28.4328,45.9708,31.32,15,0,0.0,SA,1690507111
324,sigli,5.3848,95.9609,27.08,67,100,2.21,ID,1690507111
325,chum phae,16.5443,102.0992,27.85,69,100,2.33,TH,1690507111
326,west plains,36.7281,-91.8524,32.46,60,0,2.06,US,1690507111
327,washougal,45.5826,-122.3534,29.16,40,0,3.6,US,1690507111
328,talakan,50.3167,130.3667,22.65,84,100,2.31,RU,1690507111
329,sogne,58.0833,7.8167,13.16,95,6,3.49,NO,1690507112
330,uren',57.4552,45.7852,16.25,86,12,2.21,RU,1690507112
331,minas de marcona,-15.2119,-75.1103,13.05,84,13,5.05,PE,1690507112
332,colipapa,9.4726,122.5616,28.32,78,39,6.43,PH,1690507112
333,cockburn town,21.4612,-71.1419,28.49,81,75,8.26,TC,1690507112
334,pacific grove,36.6177,-121.9166,26.25,74,0,3.09,US,1690507112
335,cabo san lucas,22.8909,-109.9124,34.61,66,0,9.26,MX,1690506760
336,magdagachi,53.45,125.8,17.72,97,96,1.27,RU,1690507113
337,calvinia,-31.4707,19.776,9.08,45,0,3.21,ZA,1690507113
338,port mathurin,-19.6833,63.4167,23.27,77,76,4.96,MU,1690507113
339,sungai raya,0.7,108.9,27.19,74,100,5.2,ID,1690507113
340,pontian kechil,1.4866,103.3896,30.66,89,100,2.89,MY,1690507113
341,sumbawa besar,-8.5,117.4333,26.66,57,10,3.91,ID,1690507113
342,xining,36.6167,101.7667,15.82,66,0,1.27,CN,1690507114
343,itapeva,-23.9822,-48.8756,15.18,94,100,3.12,BR,1690507114
344,senador pompeu,-5.5881,-39.3717,24.08,54,0,2.51,BR,1690507114
345,labuan,5.2767,115.2417,29.2,79,20,1.54,MY,1690507114
346,chonglong,29.7806,104.8522,22.68,96,100,3.41,CN,1690507114
347,ebon,4.582,168.6964,28.3,77,97,4.67,MH,1690507114
348,puerto montt,-41.4698,-72.9447,10.46,93,100,4.63,CL,1690506928
349,papao,-17.75,-149.55,26.82,79,4,3.15,PF,1690507115
350,rafina,38.0181,24.006,28.03,45,0,4.02,GR,1690507115
351,belokurikha,51.9959,84.9896,21.38,61,89,1.33,RU,1690507115
352,lensk,60.7253,114.9278,24.51,51,5,2.58,RU,1690507115
353,bargaal,11.2864,51.0773,26.43,68,100,12.16,SO,1690507115
354,juliaca,-15.5,-70.1333,3.01,18,0,2.84,PE,1690507115
355,maintirano,-18.0667,44.0167,19.6,89,0,4.02,MG,1690507115
356,atafu village,-8.5421,-172.5159,28.22,78,13,7.18,TK,1690507116
357,labrador city,52.9463,-66.9114,10.95,87,75,3.6,CA,1690506912
358,noumea,-22.2763,166.4572,22.99,99,86,5.91,NC,1690506615
359,vitorino freire,-4.0667,-45.1667,24.92,52,0,1.9,BR,1690507116
360,tadine,-21.55,167.8833,20.52,57,100,6.92,NC,1690507116
361,mount isa,-20.7333,139.5,25.87,47,45,4.63,AU,1690507116
362,uturoa,-16.7333,-151.4333,26.7,77,0,3.55,PF,1690507116
363,dhidhdhoo,6.8833,73.1,28.1,75,74,2.19,MV,1690507117
364,liwale,-9.7667,37.9333,16.36,92,31,0.92,TZ,1690507117
365,sitka,57.0531,-135.33,19.94,68,20,7.72,US,1690507117
